author,updated_at,like_count,text,public
@LuisAlvarez-yz2tv,2023-09-12T19:46:09Z,2,I love how passionate you are about this,True
@Karthik-wj5rs,2023-07-17T07:41:28Z,0,Sir but it is accepting overriding the variable in protected without creating subclass But I understood that the developer has to override the variables only in the subclasses when dealing with protected variables,True
@BHANUPRAKASH48,2023-02-22T14:36:39Z,0,"Thank you for providing this python series, its very good learning. i have doubt while going through your vedio, cannot able to modify through child class, but  i can able modify the private varibles from child class like this truck._Car__doors=7,truck._Car__doors. it didnt through any error.",True
@sravanthkurmala1042,2022-10-30T14:05:55Z,0,why am i able to overwrite even in protected (without the use of sub class)?,True
@moyegbemiphilipajinomisang7550,2022-10-20T01:58:17Z,0,You are a very good teacher,True
@itsme1674,2022-06-27T08:13:58Z,0,"Amazing explanation, Thanks",True
@shreyanshkhare2438,2022-04-17T20:29:53Z,0,okay...pllz make this clear to me.... As python won't restrict us from overriding the protected members through the base class (or we can say base class obj ) also..so overriding protected members through the inherited class (or inherited class obj) is just a convection to follow or what..?,True
@akshay.jadhav,2022-04-03T08:18:43Z,0,nicely explained. Sir are you working in any IT company??,True
@wellwhatdoyakno6251,2022-03-14T22:33:24Z,0,love you krish! man of God! GOD BLESS YOU AND YOUR LEGACY,True
@nethravathi2845,2022-02-02T06:34:57Z,0,very well explained 👏,True
@RenormalizedAdvait,2021-12-02T13:11:53Z,3,"Well, it is expected as python is an interpreted language. The access specifiers do not mean anything as sharing python libraries that are not compiled libraries imply sharing of source code that can be altered anyways.",True
@MuhammadShahzad-dx5je,2021-11-16T19:12:39Z,0,"#awesome. Please, add it in your python playlist where you have explained OPPs... It's not there, please, update it for new subscribers...",True
@ArjunBkool,2021-08-05T14:10:52Z,7,"with such nice behavior, python as a person would be everybody's fav :)",True
@sharathchandra1305,2021-07-30T10:29:12Z,0,Unclear when compared to other videos. Probably you need to remake this video by tweaking the example and explanation. Just saying. :),True
@louerleseigneur4532,2021-07-11T06:40:09Z,0,Thanks Krish,True
@telanganae-sportsmw9289,2021-06-11T16:37:17Z,0,what car has 5 windows,True
@manojkumarbarik1443,2021-05-01T14:20:22Z,1,"How can we access the PROTECTED fields and methods from child class located in a different package",True
@jawadaslam8537,2021-04-20T05:08:59Z,0,cant get point of overriding the protected data memebers.....What is the difference between public and protected ....why protected data memebers can be modified outside the base class and child classes also,True
@lngwnd1,2021-01-25T20:09:31Z,2,Hey I was having a little trouble with that if statement and realized that instead of using the '&' operator it was best to use 'and' as the operator for the if statement. When I used '&' it worked for some use cases but not all... Hope this helps someone.,True
@jayedakhtar8947,2021-01-18T14:06:34Z,2,Is your machine learning playlist enough to apply for a job?,True
@theoutlet9300,2021-01-13T02:21:15Z,5,"So _ doesn't actually do anything, its just an indication to the developer that this must be overridden only by the child class. Am i right?",True
@bibekgupta4134,2021-01-08T14:55:39Z,0,I think it is name mangling instead calling Private access modifier's.,True
@nandhakishore8950,2021-01-07T07:22:59Z,2,Sir this playlist is very useful for revising topics easily sir.,True
@diwakarbhatt04,2021-01-06T21:34:29Z,3,"Krish, I have a doubt that if we access and mutate all the variable which are private inside the class so does it make any sense why we use them in the python means we can easily change them.",True
@amitchawla9579,2021-01-06T18:24:56Z,2,"Krish, what tools are you using for this new setup? Which recording software and writing device. please share that?",True
@raunakak2289,2021-01-06T16:59:38Z,1,I know python ml and R and  I v cirtificate and I finding job,True
@pradheepm1371,2021-01-06T15:06:20Z,3,Krish sir after completing the oops concept do one  project usings oops concept,True
@GagandeepSingh-qs2vh,2021-01-06T14:44:40Z,5,I hope you would call it 'name mangling' next time instead of calling it private.,True
@santakdas7457,2021-01-06T14:38:24Z,2,When will you continue the julia programing language series?,True
@jagadeeshwaranramasubraman2447,2021-01-06T14:15:30Z,4,Awesome content Thank you Sir,True
@ameermohamedr4982,2021-01-06T14:08:41Z,2,Thank you Krish,True
@MrSmarthunky,2021-01-06T14:00:50Z,2,Most wanted video.,True
@AlAmin-xy5ff,2021-01-06T13:47:30Z,2,Thanks for your  good tutorials.,True
