author,updated_at,like_count,text,public
@NoNo-nr2xv,2024-05-02T16:40:44Z,0,"Sorry I just don't get list comprehension. It always seems like circular logic and magic, lol.",True
@oguzturkyilmaz543,2024-04-28T15:34:38Z,0,Thanks,True
@maximillianquaife-larsen3799,2024-02-26T15:11:20Z,0,Thank you for the amazing video,True
@faturotivincenttemitope4709,2024-02-09T11:23:36Z,1,"I got confused with your print function in this video, i.e print my_list instead of print(my_list). After a little research I discovered the former is python 2.x while the latter is python 3.x.  I also discovered I can directly create a dict with the zip keyword i.e dict(zip(names, heros)).  Finally, I love your videos, they are straigtforward and refreshing.",True
@silvertech683,2024-02-04T15:59:13Z,0,Thanks man,True
@praveennr5977,2024-01-29T10:34:26Z,1,Thanks,True
@kapibara2440,2024-01-24T20:04:18Z,0,"Fantastic video, watching it in 2024. Kudos ❤",True
@500magnum4,2023-12-31T15:32:08Z,0,This is the ace in spades.,True
@just_living_,2023-12-20T08:03:29Z,20,"8 years after and my man is still better than 90% of other tutorial, cheers man",True
@sonysunny9248,2023-12-17T11:55:48Z,0,13:20 my man predicted Multiverse of Madness.,True
@husseinhadliye2992,2023-10-28T19:28:17Z,0,"Easy explanation thanks, but what is the first letter like n what does it means",True
@leomak7580,2023-08-17T08:00:53Z,0,lambdas are 10 times more readable then list comprehensions. Comprehensions looks like some hack. Everything mixed together like we were forced to fit everything in one line.,True
@Cloudxxx23,2023-08-16T16:07:52Z,1,"11:01 This is the right syntax in 3.11 version --->  print(list(zip(names, heros)))",True
@nelsonberm3910,2023-08-15T20:18:05Z,0,Thanks for the information!,True
@AlexKashie,2023-07-17T14:53:33Z,0,"Thank you Corey, content made 7 years ago and still fresh.",True
@user-yk9rr5ir7v,2023-05-30T08:22:23Z,0,"Great video! The concept of list and dictionary comprehensions was very well and clearly explained. I understand it much better now. I just want to add that the generator expression at the end can all just be written in one line I believe: print(list(n*n for n in nums)) though that would only print it as a list rather than line by line.",True
@user-fz8qy6tt3m,2023-05-03T09:12:10Z,0,"we can also use itertools:  # itertools pairs = list(itertools.product('abcd', range(4))) print(pairs)",True
@oleksiy.tryfonov8,2023-03-16T18:13:57Z,1,"Nice tutorial. Please emphasize, if you use two for loops within list comprehension, the second one is the Nested loop. You can use different condition in each for what you want.  List comprehension can also create not  only list of variable, but  the  list comprehension: [[i for i in something] for j in something] --> list with nested lists inside.",True
