author,updated_at,like_count,text,public
@hanlisepro2917,2022-05-31T08:49:07Z,0,O(n^3) because it have 3 nested loops,True
@anshumangupta2842,2021-01-07T14:14:47Z,0,n^5 is the correct answer,True
@abhisheknegi9297,2021-01-07T08:57:45Z,0,0(n^2),True
@killersawant,2021-01-05T09:43:55Z,0,"hey krish ! I am a 2020 engineering graduate living in Mumbai. You made an entire video about how to follow your structured playlist to become data scientist .Now suppose I follow it and only do machine learning and skip the deep learning part can I still land a job in Mumbai ? if  yes , how much would I make as a fresher? can anyone else reply as well?",True
@Discoverer-of-Teleportation,2021-01-04T14:25:32Z,0,n^5,True
@JainmiahSk,2021-01-04T05:58:36Z,1,"Yes, this way better.",True
@deepakkumarswainz269,2021-01-04T01:58:13Z,0,N^5,True
@sahajranipa,2021-01-03T20:30:49Z,0,Answer is n^3 because the code is being  itereating through three loop two for loop and one while loop.,True
@amanramasharma,2021-01-03T19:49:44Z,0,"solution of previous problem.... hope its helpful to you guys def decimal(n,l):     n = bin(n)      n = n[2:]      if len(n) > l:          return ""Error""      elif len(n) == l:          return n      elif len(n)<l:          a  = l - len(n)          n = str(n)          rslt = ""0""*a + n          return rslt",True
@abhishekd1012,2021-01-03T18:04:52Z,1,I think the answer is O(n^2),True
@polityprepration6147,2021-01-03T17:58:00Z,2,N^3,True
@pradnyeshaglawe351,2021-01-03T17:48:43Z,3,How can someone title this competitive programming 😂.,True
@m00oon,2021-01-03T16:40:27Z,1,n^5,True
@RanjeetYadav-oh9en,2021-01-03T16:27:39Z,3,O(n^5),True
@MS101_IIT_Bombay,2021-01-03T16:27:30Z,1,option 1 : o(n^3),True
@shreyanksurve8100,2021-01-03T16:15:17Z,1,worst case :  O(n^3),True
@venkateshnallapaneni8932,2021-01-03T15:46:12Z,1,I think its O(n^3),True
@tanujm87,2021-01-03T15:40:09Z,1,Is it n^3?,True
@ParulBedi,2021-01-03T15:39:17Z,2,"krish sir,  how can i contact you ? i have mailed twice on linked in as well as email.",True
@parthagarwal4592,2021-01-03T15:37:49Z,1,"Since we always talk about worst case complexity , so it's O(n^3). First Loop executes n times Second Loop executes (n-1) times  Third Loop executes (n-3)  times",True
@zuccerbot,2021-01-03T15:37:32Z,3,"O(n^3) since forloop N-times ,while (N^2-N) -times out of which only in N time(since in range n-n^2 only n numbers will get reminder 0) it will execute innermost loop and innermost loop N-times.",True
@naveenvp1362,2021-01-03T15:36:43Z,0,0(n^2),True
@VijayKumar-lj4fj,2021-01-03T15:34:09Z,2,O(n(n-1)),True
@AmitGupta-pm8iw,2021-01-03T15:23:24Z,1,if Func() is called:     1^2 + 2^2 + 3^2 + ....... + (n-1)^2 = n(n-1)(2n-1)/6     Ans: = n(n-1)(2n-1) / 6 else:     Ans = NA,True
@fakhrealam502,2021-01-03T15:13:53Z,4,O(n(n-1)) : Because first for loop execute n-1 times and second for loop executes n times.,True
@code_school6946,2021-01-03T15:10:19Z,2,worst case: O(n^3) best case : O(n^2),True
@abhinabk8223,2021-01-03T15:09:00Z,1,N^3,True
@saitarun6562,2021-01-03T15:03:14Z,2,iam a begginer in data science field iam getting cunfusion to do data preprocessing can you please post some videos by doing and explaining data preprocessing or else i will share my gmail bro please,True
@ravitanwar9537,2021-01-03T15:02:28Z,2,O(n^2).   it seems its n^3. but I would say O(n^2) also isn't  O(n(n-1)) same as O(n^2)?,True
@rajwaje5819,2021-01-03T15:01:13Z,1,"Hello krish, I watch your videos daily, as this was recent video you might reply to this, I want my python open cv script to use android phone camera ( not using ip webcam app) on android application, any suggestions.",True
@arnabmukherjee4672,2021-01-03T15:01:00Z,0,n(n-1) ig..,True
@hitendrapratapsingh6192,2021-01-03T14:58:16Z,1,n^2,True
@sankalprusia7661,2021-01-03T14:58:05Z,2,0(n^3) As the j loop gets execute O(n^2) times.,True
@suhassasetty,2021-01-03T14:39:59Z,1,"def Func(n):     for i in range(1,n):  -> (n+1)         j=i                          ->n          while j<i*i:            ->n (n+1)             j=j+1                 ->n (n)             if j%i==0:         ->n (n)                 for k in range(0,j):->n (n) (n+1)                     print(""Krish"")  ->n*n*(n+1) = O(n^3)",True
@harshgoyal7732,2021-01-03T14:38:30Z,2,Hats off to you sir  You are very consistent in your work. It's so great to see anyone like dedicated and consistent.,True
@raviyadav2552,2021-01-03T14:35:00Z,3,is it O(n^3) !,True
@ravisoni1386,2021-01-03T14:30:23Z,8,Just 1 advice for you. Your video title is not very distinct. Each video looks like same.  Please try to separate it like this. [50 Problem series] Problem2: <desc/video title> [Python Programming Tutorial] Tutorial 5: <video title>  I hope you understand the problem with your videos. I was really into that series of python problems and waiting for that but it is hard to differntiate between your videos.,True
@subhamprasad6808,2021-01-03T14:28:04Z,2,Thank you so much for providing such a detailed explanation in all your videos.,True
