author,updated_at,like_count,text,public
@krishnaik06,2023-03-16T13:32:26Z,6,"Join this channel membership to get access to materials: https://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig/join check out the complete end to end project playlist https://youtube.com/playlist?list=PLZoTAELRMXVPS-dOaVbAux22vzqdgoGhG",True
@NAVEENAJAYKUMAR,2024-05-18T01:23:40Z,0,"@krishnaik06, i am getting error like ""Internal Server Error The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.""",True
@NAVEENAJAYKUMAR,2024-05-18T01:22:57Z,0,"@krishnaik06 , i am getting below error after enter values - ""Internal Server Error The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.""",True
@PreetiSri,2024-05-10T10:54:48Z,0,when i am running python app.py nothing is happening. There is just total silence no error nothing. Don't know what's wrong.,True
@ogunladesamuel4105,2024-04-26T17:54:03Z,0,"Can anyone help? I am getting this error message ""Internal Server Error The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application."" Each time I click on predict math score. Every other things seems okay",True
@indigo1417,2024-04-19T07:28:11Z,0,I had similar errors to what i see reported in the comments. What seems to have fixed them for me is replacing sklearn 1.4.2 with sklearn 1.2.1,True
@shubhamrakshe5747,2024-04-17T01:31:07Z,0,"Hi Krish sir, I am getting error  like IndexError: Replacement index 0 out of range for positional args tuple for   data_scaled=preprocessor.transform(features) this line , please let me know where I am going wrong?",True
@jagannathdas8807,2024-03-06T11:31:13Z,0,Thank You sir for your contents. wonderful contents l have learnt so many things from this playlist.,True
@gypsygirlkigypsylife,2024-02-25T17:38:47Z,0,"sir i am making a multiple fruit detection app  website , i have trained the model using yolov8 and labelled it using labelimg ,i am having problem in getting the detected image on front end of website  (with bounding box ,name of fruit and accuracy),while i am getting the predicted image on visual studio code ,where i have the whole code in runs folder and each time we click on predict,it saves it in vs code as pred1,pred2 ... and so on and same for txt file of bounding box class to get the class of fruit,please help",True
@TORMENTUMM,2024-02-09T01:58:20Z,0,Cool! Thank you,True
@im_tanmay_g,2024-01-03T10:18:46Z,0,"I have two questions Krish sir: 1. Where do we add the code if there are feature engineering steps involved like merging data from multiple sources, defining a new variable etc.? 2. This feature engineering functionality is also required in the Prediction pipeline. How do we implement the same? Would be grateful to your suggestions.",True
@im_tanmay_g,2023-12-31T18:59:56Z,0,Thanks,True
@jawadasif8130,2023-12-12T19:53:23Z,0,"Hi Thank you for your amazing series, I have tried the samething but getting the error ""[X has 7 features, but ColumnTransformer is expecting 8 features as input.]"" how i can encounter, anyone can help?",True
@santoshkv1125,2023-12-06T05:52:13Z,0,"@krishnaik06 sir, for the train_pipeline, can you give an overview on what to do? it's a little confusing. I'd like to work on this.",True
@learnomics,2023-12-02T13:22:21Z,0,"I have also learned web dev using nextjs and express js. So, I have used postman alot of time",True
@user-qt9pt2ld8d,2023-10-14T16:53:37Z,2,"Hi Sir, sorry to say but aap bohot bura samjhate ho  aapka content achcha h  pr skill as a teacher 'fail' sir",True
@HemaKalyanMurapaka-qb2hb,2023-10-04T12:21:56Z,0,"im getting this error ""OneHotEncoder' object has no attribute '_drop_idx_after_grouping"" kindly provide solution anyone",True
@Alsoltt,2023-10-03T18:10:37Z,1,"@Krishnaik06 Thank you for sharing such a detailed series of videos, it have taught me a lot. I have only one comment on the last video about the prediction pipeline. I think it would be better to read the model and the preprocessor from the pickle file in the predict_pipeline class as a class variable instead of reading those each time you make a prediction.  Greatly appreciate you sharing all the good stuff",True
